#Exp,t,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42,N43,N44,N45,N46,N47,N48,N49
1,0.0,3.745401188473625,9.50714306409916,7.319939418114051,5.986584841970366,1.5601864044243652,1.5599452033620265,0.5808361216819946,8.661761457749352,6.011150117432088,7.080725777960454,0.20584494295802447,9.699098521619943,8.324426408004218,2.1233911067827616,1.8182496720710062,1.8340450985343382,3.0424224295953772,5.247564316322379,4.319450186421157,2.9122914019804194,6.118528947223795,1.3949386065204183,2.9214464853521815,3.663618432936917,4.56069984217036,7.851759613930136,1.9967378215835974,5.142344384136116,5.924145688620425,0.46450412719997725,6.075448519014383,1.7052412368729153,0.6505159298527952,9.488855372533333,9.656320330745594,8.08397348116461,3.0461376917337066,0.9767211400638387,6.842330265121569,4.4015249373960135,1.2203823484477883,4.951769101112702,0.34388521115218396,9.093204020787821,2.587799816000169,6.62522284353982,3.1171107608941098,5.200680211778108,5.4671027934327965,1.8485445552552704
1,0.07537688442211056,3.6894746323290537,9.406725589391016,7.450074725830608,5.790445248378874,1.546724949053245,1.581454969599327,0.5669755830178728,8.915681955315558,5.954641024952635,7.083623545083981,0.2053791858925381,9.719580917258682,8.261343025528417,2.202096042494931,1.8049354438009024,1.8893155174206249,2.8736198292495976,5.214681749350618,4.335798343914873,3.0360630257557557,6.313236918209539,1.3549341490633182,2.863217149979964,3.5758515968981,4.578231378536469,8.039390026079733,1.9599332648257777,5.037623753549818,5.841837621002159,0.46580773399036807,6.200606675732037,1.7020228707377612,0.6628876637912268,9.448594831965824,9.629994592901014,7.969779438827277,3.177657141138422,0.9818115729343175,6.9975254589937235,4.291747882480739,1.2303944221888572,4.890638759534248,0.3577742286705019,9.10061455604731,2.602551480997782,6.5131358382845335,3.114026443030457,5.397980320425457,5.327419535473178,1.8060897365321875
1,4.824120603015076,2.6038686518728245,2.768006079687939,6.222383550236143,0.8515472078911365,15.17769903080769,5.007849550785332,0.6283480781336077,4.633308186785869,2.166568049922044,2.274392462493358,3.2026933108305737,3.8097296105127456,2.9225117293033773,3.4282946798425327,1.3707690245762083,7.484079928352617,0.45708483061238786,5.649647054438109,2.6556481080840646,6.097009958193618,5.593713659774117,5.507079245896458,1.3981663609320878,1.7935689490901998,8.124585700897072,4.082443178357729,1.4221476366489414,6.219527526559684,8.857930643113777,2.9081891127723343,1.0949441215467497,6.294044855762876,1.8149477481913616,16.920232023443187,2.610444116063263,6.878834281810125,7.462311416120767,2.507386284303003,5.066907451429095,0.949205138894436,0.4167006559566686,1.8061284480884676,5.032943736305287,10.570399710693652,4.67343009286576,0.7510194850499746,4.353750733081157,8.074779746110604,2.4850579726880535,7.8796929626241115
1,4.974874371859296,2.54954539338438,2.830336196812749,6.053043310830697,0.8216943957244224,14.80311871518444,5.249692937409502,0.6293423639346493,4.644633231277831,2.1868805481604077,2.177823533214105,3.6256864529186412,3.566879087717451,2.9906583402335487,3.544109337608005,1.4329061899872142,7.3975452771692165,0.467529732462832,5.807490302406559,2.6139242893915244,5.558395688580132,5.510355214150855,5.836288295308757,1.407718738940505,1.8207319687383114,7.891159589152245,3.6478170660800586,1.445602179552038,6.095526688072469,10.017061420585232,3.060989658287166,1.036966402932984,6.430864062382674,1.8359550383083028,17.391261964349194,2.704157260559744,7.304612060103924,7.008956069337234,2.6007080124030546,4.865964424266886,0.9974386458444263,0.4116227480557587,1.7870169577924846,5.022017729747785,10.404731031125044,4.559300024366008,0.7603217164025912,4.3473041101146945,7.403980286078111,2.2802518603293933,8.124035500916513
1,5.50251256281407,2.375736841491623,3.051491079098015,5.88670347495725,0.7166352639294521,11.928666647539654,6.249936584539659,0.6069261856612288,5.021166081901739,2.3212103015913708,2.0088165263804365,5.284317798170992,2.768794453365856,3.4468253584221196,4.214800679398605,1.7539590444687172,7.185618834930703,0.5088756771559235,6.6087170200940255,2.5110110314512677,4.136570293496964,5.369721335137839,6.7836322257034025,1.4022656146450931,2.0033709759619223,7.062839195119742,2.437597747290729,1.4828983632065997,5.585531222831528,14.563802235737247,3.536141370323975,0.9213662804301278,6.517688321668251,1.921394837725128,17.58747391031346,3.2095697567552275,8.917009130403274,5.490922705375149,3.0745978463207386,4.306233181522105,1.199928291309735,0.4056118942961291,1.7657609310696447,4.869119663279982,9.25908087938746,4.276069412539728,0.857475464582972,4.3040899996741295,5.363300814470993,1.6132056850835295,8.287473140624352
1,6.407035175879397,2.1384729371788382,3.252996696875049,7.5869442808957,0.5451980148498563,6.365914359385663,8.002232940912089,0.5152085963572701,6.522986646215009,2.779391804110304,2.401663602036015,7.542750262264834,1.7071842013950391,5.149381278288289,6.26310099904933,2.914071594689549,7.219959815854312,0.5936250962898542,8.53202016947496,2.3631378753684915,3.1225350653479578,5.433876339072225,7.623205258758157,1.2119812983408567,2.6932747210781343,5.975597353196313,1.2749611086620265,1.389252100204129,4.810232248573524,18.170907253937262,4.179948367126095,0.8988103178856828,5.726558462823407,2.1193387120719187,12.995004500278338,4.648543637424981,10.69717800751442,3.574392724371436,4.89329540896554,3.6550757961639238,1.5920092160270047,0.4099537812288357,1.9550552286973202,4.438079510365086,6.189266928997506,4.5731133830908455,1.2656926001265671,4.349165879402989,3.2305142939592506,0.8888666842388814,6.580024440600992
1,9.195979899497488,1.6364871154833864,5.688146904980668,7.186835700619472,0.5716600371968961,3.265987493366716,6.644284975459495,0.38118845796925366,3.046464099443998,2.9755157797275724,7.362935509937139,3.6830493185029574,1.63223329969282,8.65504921662865,4.603433449761785,11.161436118245042,4.188067445117896,1.5591125960685375,6.512411357091807,7.125208167971766,3.04162459867957,4.445287278310975,9.905460342562295,0.9065344810932864,8.159827016488371,7.943569460725998,0.302797080180451,3.142799506014305,1.5623465889860921,4.371451808761166,6.4368285589854,0.9001524383286641,5.562485258543051,1.995106908227214,3.633841394959577,5.319466478050928,2.750573732313136,3.153245709607284,12.97102060472261,1.948877336985421,4.093197948660971,0.17567950410354313,7.04058834799679,2.442507945780936,5.2273484014062275,10.062307330335463,3.9310746728836707,4.911387121272226,3.858721980715523,0.9207275287241159,3.9656074577838174
1,11.381909547738694,2.5242886513799694,7.813972345491414,4.3475125418852,5.434579316007787,5.4220581535849925,10.992829218684417,0.29901192249787906,2.3039682662538814,3.3314539018273583,9.520074405941948,2.3983533162928947,3.3454159375928283,2.6191498423216557,5.488069247586127,4.189537067705546,3.9920586012838424,1.0976959402443882,4.002621872245298,17.39338693855715,1.7382297776967914,3.4337955818964954,9.47281816695101,1.126055941506414,11.878515437597814,6.27290884176332,0.4036710847631163,7.79559144985748,1.0778323560246394,4.873140829069177,4.195810531169741,2.242095586651434,7.030000149741054,2.0231374347378037,2.446658632442255,3.5356461772735566,1.0264223181547703,6.413342293544487,3.490821641120112,1.060634948911493,2.5119855110377927,0.25851897751060443,4.092646129276605,2.055442929298494,4.387903185916413,4.355014423652535,10.742539376210615,2.5040193306620084,6.7494292298916365,5.003875832964759,2.2474100373623838
1,11.758793969849247,2.8443224666471467,7.047077514330781,4.443659825504392,7.6560794991919865,6.168396962462353,12.721750444471095,0.28546483101798625,2.4943315349470816,3.601474099483299,9.34841086350565,2.411093909796946,3.811527215274577,2.182685451281491,6.134772259653243,3.400607843774864,4.38470308881306,0.9048137853660425,3.962130987162979,15.044667004570549,1.6346741397892028,3.0654249794234283,8.739594914534528,1.1808416443178023,10.725361910182677,4.984230986921867,0.4596919873918748,7.7290785399966415,1.1892127619153552,5.049360808202622,3.9304456655412774,2.6511065985601157,7.097262756194938,2.226534085732574,2.524845528393085,3.6716050282370722,1.0123074937150542,6.987316655210531,2.858474872750442,0.9896087634389229,2.2780232142964296,0.3468644389619744,3.1518951830723334,2.2925211394605163,3.7830764247320783,3.8287099492428482,11.92231040862312,2.076550556540653,7.180458039303103,6.66401792730511,1.8825738845139366
1,12.06030150753769,3.1622349094356696,6.284145609828706,4.614273491194599,9.353863832865581,6.80468204625852,14.111826678314308,0.27581775277763654,2.678327562651435,3.868190395991347,9.06609844195314,2.44251137944825,4.225275613354411,1.9274733209451076,6.6832948575944595,2.9403599487732106,4.779579724275367,0.7794415498494002,3.9547863798356477,12.530802006444475,1.5727433161119118,2.727435389500001,8.219065062087253,1.2334354623000083,9.574476329044405,3.9628193289999327,0.5102792384132537,7.337799446113885,1.3374609882746162,5.065449577437249,3.812096685679855,2.9651930923507086,7.047088180288357,2.4649263517976086,2.7176983484311052,3.9087051025153587,1.0294630350092524,7.324103469352986,2.5266446495858634,0.9730681757309221,2.192696280475677,0.4528466815996562,2.572080185460575,2.5245442846481576,3.343648102230319,3.606974040852193,12.61078652720171,1.8013020022567379,7.36844703839347,8.087797502161015,1.60789201351877
1,13.266331658291458,5.008413963327822,3.5217687429984266,5.931517691727559,10.28746006610604,9.411615058393668,16.288012277991957,0.25960904207503244,3.4613497622609377,5.534945492511738,6.653470730480572,2.7282835645440433,5.88670009901886,1.4634383374115671,8.499871876285601,2.2191510928405425,6.561639035960567,0.4968200016692716,4.042818224386239,4.435135445687543,1.4592288636710191,1.470169507684352,6.661974079231011,1.5778883055953272,5.075867036073317,1.2833493732018826,0.7224251717151048,4.453236384841822,2.581403032626312,4.058225248735373,4.45838401453009,3.4954179471168136,6.41096772418755,4.069873392572226,5.071757796711463,5.891890063802809,1.388227561388559,7.119134147088176,2.1999174884742048,1.1624888464530314,2.786115865468996,1.477075079117818,1.3900659846305088,3.6722954819053504,2.2803992096986625,3.9627853724480513,13.487832151263047,1.1691888865208075,6.818759280414814,11.799597455951377,0.8139901926734757
1,15.0,6.45696292153072,2.1304925400991586,5.95814267091275,4.366016446307269,9.165972414099853,8.656652081541914,0.33063626066925006,3.953155734771845,9.31169095902666,2.3081614976860996,3.2139367103205623,6.564642299881099,1.8850020842261874,10.631537775820473,3.9760567846619246,5.060217585394508,0.40486126864832894,4.943671675253141,1.8129704393524335,2.0660588631190655,0.780426390364416,4.709749838638916,2.4380358040155072,1.6412049085964648,0.5626251237424397,0.9892220670318177,2.47213008293623,3.840147487682159,2.1468054289453793,8.432457185646669,2.705103904903023,7.221899861193881,6.169245913873531,10.03426567537094,7.191672116545111,3.367025603167214,4.273719580962098,3.583005045542571,1.5727372678866165,7.55951753987545,4.7954020350805315,1.1454245403820182,5.6347750868683155,2.69602368177929,5.853974831866598,13.894670964141092,0.8636548363244798,5.491825764480044,7.222913874165675,0.47545007828223734
2,0.0,0.4677495081336991,8.299000895861083,7.884461264274917,1.0643426016566437,1.5492594214534205,3.468936480782938,1.5023529300108218,2.468615805668697,4.167685268033373,7.222443842343125,2.9623259490767584,5.1606348780532505,2.171927094734972,9.53741857652497,9.736354574700776,4.499302853090668,0.4748319809021162,7.9695554207215,6.462657370109582,9.591361471958267,1.50984016453806,8.571634820516271,4.109983341873055,1.120484925829931,6.016301542885161,6.506594639766527,1.4329572929689827,0.9384765549400453,5.566173050258606,5.211951660758874,3.6951456543493566,4.917591959097715,4.674672026700884,5.9928435348781806,4.725454544251902,5.1137569356368795,9.975102090004892,4.5693043376321505,9.283983261601763,0.5353459154900442,7.026127659568733,8.25186861656476,1.621077831597073,2.5305186123749515,1.285926921553282,5.3752579920210195,5.936340798027826,1.7505715641328956,8.138198703024567,9.243933205131222
2,0.0,0.46774950813369914,8.299000895861084,7.884461264274915,1.0643426016566437,1.5492594214534205,3.468936480782938,1.5023529300108218,2.468615805668697,4.167685268033373,7.222443842343125,2.9623259490767584,5.16063487805325,2.171927094734972,9.53741857652497,9.736354574700776,4.499302853090668,0.4748319809021162,7.9695554207215,6.462657370109581,9.591361471958267,1.50984016453806,8.57163482051627,4.109983341873055,1.120484925829931,6.016301542885161,6.506594639766527,1.4329572929689829,0.9384765549400453,5.566173050258605,5.211951660758873,3.6951456543493566,4.917591959097714,4.674672026700884,5.99284353487818,4.725454544251901,5.113756935636879,9.975102090004892,4.56930433763215,9.283983261601762,0.5353459154900442,7.026127659568732,8.25186861656476,1.621077831597073,2.5305186123749515,1.285926921553282,5.3752579920210195,5.936340798027827,1.7505715641328956,8.138198703024566,9.243933205131219
2,0.9798994974874373,0.5938758887881151,5.347600537847312,8.198822340417655,0.9719773380853478,1.8150528565609139,3.4507556303686755,1.417119529537882,1.6699224633840482,5.3573255384226695,5.4408152161423695,4.253587534998822,3.4814804609119214,2.139418540142666,6.573349037728978,8.567070933680132,6.298511730715615,0.425030916317843,8.051234319282202,6.812885225293841,7.928170643045845,2.2646884083066188,10.044268744278304,3.7723724194598747,2.0142512825605468,3.4341803269771547,8.805909825918915,2.180609497796149,1.136642785514797,4.123338045144759,5.206146566961891,3.5181087001332276,6.736764919498636,3.6837957940545443,6.707656177694664,2.9378264055544143,5.578234048296971,6.0621473724617525,5.628909878303415,9.830713335457018,0.3161147184534892,5.042848894582792,7.690364708828839,1.573506480909209,3.3974194570632625,1.5705256695044294,5.7156925113953525,6.395471668473649,1.5681355913226003,15.158291972611147,11.399695375909241
2,2.3366834170854274,0.8268107888849497,3.8909567690895934,7.261131934678686,0.8789035909958681,2.0217927552990074,5.257867831190775,1.3023520079071014,1.5868923862167832,6.149779662146621,4.308131108977334,6.893460872021894,2.5293261006569248,2.9233871035873205,2.0969830235016924,7.363041510135763,8.263857741382783,0.4243074067305418,7.587569651837694,6.528971959052331,3.8689319796000095,3.838156715114677,6.9407560858761945,5.945968050765149,3.303102588851696,1.8934383434805417,8.148590963624017,4.242841454070228,1.6762882532086316,4.687256313087298,6.669520291855781,3.8583091489378933,6.138028162927671,4.1794736627976725,9.939144239121875,3.06552893292471,6.438916563870589,2.3296746494531626,7.718589794231313,7.665153647448435,0.2681110335183214,2.779392424709427,6.6595346503270685,1.1843969674669734,4.090102025373271,1.7602002512297987,8.751892396065843,4.1741735578492865,1.9608965672653864,14.938969258122587,15.077775613031728
2,2.9396984924623117,0.896937719232627,3.9636113900413004,6.293598208848671,0.9069551079569773,1.9035592205806864,6.428933423186038,1.1769726945836538,1.9659581491051372,5.953385624820818,4.543287515882246,7.053110331811756,2.5756120443199566,3.62531924182932,1.366972642286964,7.049642110217441,9.023448728917497,0.39900987630355295,8.374530215142387,6.383927575638665,3.089392860326567,4.01470533630407,5.714880666439035,7.422590592357288,3.7623609085591148,1.6639617633393247,6.576700330336941,5.861290412410286,1.7556129116826997,5.213948045786865,7.5542401446966165,4.405355710232264,5.002431842719796,5.031013567375049,10.226191374604255,3.912006538775404,6.4434767525613825,1.698904445230956,7.666180536350836,6.767104344752358,0.2944089836673149,2.3480721483714806,6.0498511421223204,1.088168294975534,3.5618640149831244,2.0320177185905184,10.451491814312256,3.6074671456638594,2.25649683248313,11.198824293054786,15.732856044621741
2,4.221105527638191,1.0924583156241727,4.886348353910629,4.80138917879914,1.1546606816546305,1.6520017203665742,7.205263290999955,1.122787584218655,3.926249876999491,5.424477269692974,6.204543063418896,5.200215610718069,3.5895337721819454,5.926399779274823,0.853068112611334,7.219058500259722,10.838446511988312,0.277745873317366,11.8379753618544,6.264577781200116,3.091504931357671,2.7530341950594397,4.74063028463987,8.00670296023892,4.709511631121986,1.4368446098773975,4.54982747503373,10.212409214880791,1.5964647144049042,5.14430306977728,9.67201363265652,5.744225166398458,3.3300656615366915,6.892020299860276,8.19952203483096,6.889955625368276,5.419918326445034,1.2914879322202126,4.9496166710730325,5.406484164619027,0.44265675717357633,1.9187518785989444,4.624219490981575,1.1389995185766053,1.8413860908336526,3.532922922587383,11.191856745126255,3.6677095477778807,2.7851556819429377,5.9742409278283946,11.656996213889395
2,8.14070351758794,5.69345708826305,2.9947582144011258,3.063450819921645,7.03349034744259,4.631853515056964,3.250459781555235,5.303765036662893,9.012178141251182,4.696981475162027,5.554858851841088,5.19009551760035,9.501041926771734,6.9849209554564515,0.7317112306005971,11.745856518237959,6.40250664989228,0.12511132688487353,5.48552262290641,10.852174005060332,4.299316172432905,1.0448881846753268,5.18119466246722,2.1202322648775014,3.8021290654214335,1.4552231060373817,10.530376660346807,6.914841871515305,1.3416325040451669,2.673620432515485,6.446138678487959,3.7743884247128805,6.57751566979637,2.4168172212987997,3.520432485254272,3.2092366742852336,3.1040372724961265,2.860353342578336,0.7716084119201461,3.072854051654272,2.051758209588931,0.262448657798866,5.889159677480759,7.45583293216455,1.5853087815187907,5.521808394612688,10.006183976417088,5.825150925813021,5.860469442724503,9.752733827195389,4.706752958907165
2,10.326633165829145,5.535864312267413,1.5260348660228502,3.2246448872423095,7.931863502359026,5.327206954565805,5.659818413697131,4.540961607795559,6.231051038549145,5.265379557648841,5.234779771759161,8.331887900859037,6.342564402530432,3.4290645699980935,0.5374848476779123,7.2205856108420114,3.920932185910419,0.3538349948887309,2.006385255224928,2.763890119705808,2.853597775707707,1.2556179818407551,4.018960443375492,4.008759485695994,1.9763650267048871,1.0576394946592973,6.048632600142148,4.937666227745274,5.708694313331591,5.317185214953734,3.3531444651269564,4.835339543228178,9.99373875514662,1.6642862472348707,5.550218180244144,6.0871564172590995,4.919581219995665,2.5061418934989677,0.8993834890586838,5.495660266689146,3.6605748717691546,0.1429492039666499,11.816665963809651,14.558361717760627,2.187779790471483,4.779057205799317,12.551689476530873,2.863308703793462,5.624127768247157,8.891765788498438,7.340355318451364
2,14.095477386934673,3.5095213336538054,2.9552856817598205,1.8212557383227819,1.1185689095948277,3.5072920403714574,5.839262041563343,1.5464999904619134,10.196694267265396,8.586768985788252,1.0169553354080467,4.239238697763971,7.413683437108704,5.884450675224217,1.0030867361383176,2.3950829431711047,7.528911764941863,2.498600566583993,0.8997111501992194,6.476167908660692,12.394277081134945,0.6667393725922947,4.518989059364979,6.757862147152423,3.682034163708023,2.3177673331962403,3.762583030993667,4.851778406994463,7.065074643171861,4.2669405351724174,6.3147455978216245,7.951756699269659,8.825006044953573,1.2491104569313374,3.8499019763445457,5.529840000649174,5.992398888453496,3.7788502901494776,1.9159674094146117,12.086718313533078,7.923483380040465,0.29177827786700683,9.951200893754649,5.837733202638829,7.017424376039155,11.714807497151964,4.976474745345265,1.8467712508120597,1.791566484225085,1.904194212773115,2.8178252178607073
2,14.170854271356784,3.514008143483543,2.950395660810749,1.7947682350898333,1.110961316613181,3.5794172542599423,5.788874450267878,1.5156892747389756,10.1502969023265,8.454199481212465,0.9721023627270174,4.3023961846433325,7.442040780474784,5.89872501702181,0.9971703793743207,2.3391885543944957,7.672257691082548,2.595134696925296,0.9037657482950322,6.859731974530512,12.46756053326787,0.6600452709926459,4.573171399768272,6.728141261556683,3.8017452955696713,2.4230577629488868,3.8102698526796774,4.7322434602495385,6.892530433281915,4.2905652951147,6.485971342756341,7.856426038785552,8.785869576577477,1.2325107277326421,3.6980625161142386,5.307374816559494,6.054163435700921,3.8106141412756527,1.9272687070252856,11.93181440697197,7.937034560190125,0.29433011107987694,9.906936984339007,5.818388352721292,7.326669062470112,11.458966937979127,4.868843565843366,1.8821121731274018,1.7915749281525015,1.900235192668095,2.7930168261148447
2,14.698492462311558,3.492098288278962,2.9073941019984693,1.6723836492587913,1.1647689587293273,4.166342374868028,5.477369125959759,1.2939054507219194,9.71291774848776,7.442885733021439,0.7482385642427708,4.913255847342714,7.440710728732382,5.68603120735992,0.9406517355966393,2.0046102065345472,8.826952682731603,3.3082917050331018,0.9616584322962314,9.839350889675403,12.136928873991568,0.6492388755127679,4.926099216608189,6.733963325213234,4.703850352270782,3.338725688209457,4.09368063584495,3.9736935927272268,5.917606024442396,4.772389499420148,7.595257571047944,7.054600281361332,8.425431558840884,1.126308934455125,2.6780483821178893,4.053438292760214,6.525410713995395,3.9189057506512803,1.931384973507356,10.52751083883757,7.861059226491149,0.31720157695904333,9.441776811478652,5.853880221054903,9.54327944849717,9.079629704696405,4.433837637140138,2.1658088839596283,1.8787549661957899,1.9092205351409268,2.7218986553644546
2,15.0,3.4228312449925595,2.8951835973873346,1.6611122400133587,1.2892925127886832,4.536578526641986,5.339380162586046,1.1653743131964611,9.468180540728456,6.860157276013117,0.6790269561303875,5.389252380299318,7.28641448327826,5.344597208572191,0.9052270606701757,1.8565442731143107,9.623383185323624,3.705571474723608,1.0237444283523973,11.515383369405015,11.402313874732034,0.6723026469292605,5.07256919177812,6.9084437746235015,5.238202565042745,4.023560393361189,4.1875999902235606,3.614261457646111,5.541526676562972,5.346024138963868,8.06063185103311,6.5278921061796575,8.161367800478759,1.080776347243018,2.1601417723499967,3.573637941767395,6.802929334258929,3.8700889539430205,1.8736367024599225,9.576131225118939,7.708669880152486,0.3371083558145656,8.988956717306898,6.007993879940149,10.608464354944296,7.523431549470516,4.4352380408823295,2.3534488638926905,1.9929957757711412,1.9239901192511577,2.747066756258444
